0,0.974444,1.77222,175215,1,7
4,0.952222,2.10056,91648,2,38
4,1,1.04944,102296,2,47
4,0.952778,2.08,98340,2,42
4,0.963889,1.81444,77353,3,39
4,0.997778,1.36556,70729,3,26
4,0.984444,1.51722,74157,3,30
4,0.985556,1.61889,63247,4,53
4,0.952222,1.90778,58958,4,46
4,0.983333,1.68944,62294,4,48
4,0.992778,1.58722,58880,5,45
4,0.967222,1.62278,71854,5,74
4,0.966111,1.94333,59661,5,48
4,0.951111,2.29722,58612,6,65
4,0.95,2.44944,52574,6,54
4,0.978333,1.48167,55394,6,62
4,0.965556,1.665,56679,7,72
4,0.999444,1.48444,54138,7,56
4,0.965,1.88667,49262,7,55
4,0.952222,1.91278,45271,8,66
4,0.974444,1.66444,50261,8,74
4,0.963889,1.705,55397,8,80
4,0.99,1.19222,46214,9,74
4,0.952222,2.09167,48754,9,63
4,0.950556,1.95944,36985,9,47
4,0.983889,1.45056,44541,10,76
4,0.983889,2.25722,29460,10,40
4,0.971111,1.63222,58317,10,110
4,0.966111,2.91222,27530,11,37
4,0.952778,1.94,46552,11,76
4,0.951111,2.16389,53511,11,102
4,0.962222,1.91111,54785,12,123
4,0.950556,2.04944,44586,12,90
4,0.950556,2.05889,47318,12,99
4,0.953333,2.16556,35435,13,74
4,0.950556,2.08611,41905,13,81
4,0.962778,1.83333,41288,13,85
4,0.961667,1.73722,48918,14,114
4,0.954444,2.02444,48453,14,116
4,0.950556,2.13611,51996,14,122
4,0.955556,2.18944,49053,15,125
4,0.951667,1.96389,38340,15,81
4,0.951667,2.00056,48357,15,121
4,0.95,2.17556,47884,16,103
4,0.958333,1.88222,41685,16,105
4,0.967222,1.63556,46979,16,123
4,0.95,2.07556,43285,17,96
4,0.981667,1.57222,41305,17,92
4,0.950556,2.02389,51449,17,148
4,0.952778,1.97611,49334,18,124
4,0.951111,2.02667,48313,18,135
4,0.968889,1.67278,51679,18,148
4,0.953333,1.86833,50133,19,146
4,0.956111,2.49833,32457,19,71
4,0.950556,2.10833,43168,19,127
4,0.952778,2.025,42074,20,137
4,0.951111,2.01333,48706,20,148
4,0.954444,1.94833,43218,20,150
4,0.958333,2.26722,34652,21,92
4,0.954444,1.95389,43535,21,142
4,0.95,2.07889,45512,21,125
4,0.965,1.77889,49941,22,155
4,0.953889,1.94278,48690,22,165
4,0.955556,1.87222,43554,22,138
4,0.97,1.67278,48253,23,135
4,0.958333,2.09944,40615,23,107
4,0.968333,1.92556,42956,23,149
4,0.950556,2.05056,48464,24,175
4,0.952222,2.105,48388,24,173
4,0.968889,1.88556,41665,24,133
4,0.952222,1.96444,49653,25,153
4,0.952222,2.07556,53225,25,174
4,0.952778,2.01056,68819,25,289
4,0.966667,1.89556,54035,26,183
4,0.961111,1.80667,48205,26,178
4,0.95,2.05167,52777,26,196
4,0.951667,1.97611,59587,27,240
4,0.953889,2.07056,49921,27,185
4,0.972222,1.60167,52148,27,201
4,0.952222,2.12222,52336,28,208
4,0.955,1.95611,54444,28,216
4,0.950556,2.03444,44002,28,163
4,0.955556,2.17111,65429,29,246
4,0.955556,1.905,59201,29,259
4,0.951111,2.12889,56804,29,216
4,0.954444,2.11722,51062,30,213
4,0.95,2.055,57609,30,226
4,0.950556,1.99889,50691,30,227
4,0.956667,2.01056,53449,31,219
4,0.958333,1.94889,53598,31,210
4,0.950556,2.03167,50836,31,209
4,0.958333,1.94944,56436,32,236
4,0.951667,2.26778,50237,32,188
4,0.952778,2.04667,58051,32,232
5,0.952222,2.05833,135699,2,64
5,0.952222,2.07556,102929,2,49
5,0.952778,2.05,93253,2,41
5,0.978889,1.78667,79395,3,33
5,0.971667,1.75389,67456,3,29
5,0.950556,2.19444,67448,3,26
5,0.951111,2.23056,58442,4,24
5,0.995556,1.13611,71305,4,39
5,0.950556,1.98722,72761,4,36
5,0.962222,2.06944,51879,5,20
5,0.952222,2.07,50714,5,21
5,0.993333,1.37278,65776,5,28
5,1,1,51144,6,26
5,0.951111,1.97944,52785,6,22
5,0.976667,1.52167,60388,6,28
5,0.952222,1.96,47177,7,18
5,0.95,1.95,51480,7,26
5,0.993889,1.11944,52061,7,22
5,0.997222,1.155,51654,8,43
5,0.950556,1.93944,54521,8,50
5,0.953333,2.46444,53139,8,44
5,0.989444,1.37889,50460,9,44
5,0.965,1.71444,48343,9,42
5,0.966111,1.79,63393,9,55
5,0.952222,2.46222,45614,10,29
5,0.987222,1.40389,58207,10,47
5,0.952222,2.08722,46515,10,36
5,0.956111,1.98556,53379,11,46
5,0.993889,1.19,45761,11,43
5,0.963889,1.98611,48057,11,40
5,0.961667,1.81444,43557,12,45
5,0.951111,2.15,42946,12,38
5,0.952778,1.94667,50443,12,60
5,0.951111,2.07556,41148,13,41
5,0.950556,2.1,43034,13,46
5,0.950556,2.09056,43258,13,41
5,0.950556,1.93944,48969,14,54
5,0.962222,1.91333,54633,14,61
5,0.954444,1.97889,50052,14,51
5,0.950556,2.08389,52650,15,67
5,0.966111,1.72278,43419,15,44
5,0.970556,1.94944,53838,15,67
5,0.982222,1.54389,44568,16,63
5,0.952222,1.95889,39086,16,51
5,0.952778,2.15944,46519,16,63
5,0.964444,2.09389,51617,17,70
5,0.953333,2.07389,49372,17,69
5,0.975,1.51944,44587,17,55
5,0.959444,1.77056,49823,18,60
5,0.975,1.69444,43810,18,53
5,0.95,2.06444,42869,18,51
5,0.951667,2.00167,62600,19,88
5,0.992222,1.17722,47516,19,67
5,0.952778,2.14944,37050,19,50
5,0.956111,1.94722,54787,20,112
5,0.970556,1.65722,46433,20,78
5,0.95,2.32222,39744,20,61
5,0.962778,1.43722,37631,21,52
5,0.955,2.15667,38427,21,60
5,0.950556,2.03889,40856,21,66
5,0.951111,2.19222,36828,22,56
5,0.957778,1.91222,37032,22,59
5,0.961111,1.98556,47536,22,81
5,0.975556,1.62611,40426,23,69
5,0.959444,1.78111,46027,23,81
5,0.983333,1.40833,42713,23,79
5,0.986111,1.26389,44857,24,101
5,0.958333,2.04667,34690,24,59
5,0.956111,2.26556,45344,24,90
5,0.958889,1.96722,40591,25,79
5,0.956111,1.99778,46353,25,97
5,0.96,1.81556,44856,25,85
5,0.977222,2.17667,50549,26,93
5,0.950556,2.14611,34379,26,58
5,0.95,2.02778,50027,26,100
5,0.950556,2.07333,42514,27,83
5,0.965,1.59111,40276,27,73
5,0.956111,2.03389,41657,27,78
5,0.952778,1.94944,48274,28,120
5,0.955,1.97167,41426,28,99
5,0.953333,1.88667,38580,28,94
5,0.95,2.16389,53443,29,129
5,0.955556,1.94111,56213,29,141
5,0.96,2.08833,48065,29,120
5,0.967778,1.8,51711,30,125
5,0.954444,1.91278,44076,30,100
5,0.965556,1.99222,43542,30,108
5,0.970556,1.97667,35972,31,64
5,0.957778,1.91889,59346,31,173
5,0.952778,2.00056,52545,31,113
5,0.951111,1.99222,53237,32,172
5,0.952222,2.04556,50103,32,121
5,0.962222,2,40761,32,94
6,0.95,2.07722,100238,2,52
6,0.987778,1.32167,123142,2,71
6,1,1.05111,101728,2,50
6,0.951111,2.06833,67994,3,32
6,0.95,2.13833,66338,3,32
6,0.992778,1.37556,71911,3,30
6,0.966667,2.08889,74613,4,70
6,0.966667,1.85944,60318,4,44
6,0.952778,1.89722,59220,4,41
6,0.955,2.26944,41996,5,28
6,0.972778,1.92722,42657,5,29
6,0.978333,1.64778,50624,5,45
6,0.965556,1.85667,54221,6,65
6,0.970556,1.6,49300,6,65
6,0.991667,1.21444,49411,6,58
6,0.981667,1.51389,36255,7,39
6,0.982222,1.42,35581,7,45
6,0.962222,1.81278,47795,7,55
6,0.95,2.05111,47487,8,83
6,0.955,1.92667,39536,8,63
6,0.975556,1.47,43500,8,68
6,0.958889,1.89444,40451,9,69
6,0.951111,2.245,41902,9,60
6,0.954444,1.97111,47200,9,75
6,0.988333,1.22222,36712,10,63
6,0.954444,1.94556,34656,10,55
6,0.952778,1.94889,34513,10,61
6,0.952778,1.97889,45329,11,106
6,0.951111,2.12222,30360,11,67
6,0.957778,2.07444,30375,11,44
6,0.972778,1.75667,42254,12,90
6,0.959444,2.04278,34688,12,64
6,0.986111,1.52333,32111,12,62
6,0.950556,2.175,31473,13,65
6,0.958333,1.905,33027,13,75
6,0.959444,1.91167,32936,13,73
6,0.951111,2.11889,31425,14,72
6,0.960556,1.80167,33148,14,70
6,0.958889,2.16278,39020,14,119
6,0.970556,1.66,31057,15,73
6,0.96,1.79944,37072,15,102
6,0.950556,2.15111,34098,15,83
6,0.969444,1.73111,39227,16,117
6,0.955556,2.05667,32739,16,76
6,0.952222,1.85833,41793,16,126
6,0.955556,1.91833,35445,17,96
6,0.951667,2.44167,37933,17,99
6,0.957778,2.05167,28304,17,65
6,0.955,2.05444,29447,18,75
6,0.952778,1.93778,30952,18,93
6,0.95,2.25111,28461,18,64
6,0.951111,2.10278,40805,19,141
6,0.960556,2.07444,38447,19,129
6,0.953889,1.98333,31679,19,91
6,0.968333,1.77333,30421,20,78
6,0.959444,1.95556,32694,20,87
6,0.95,2.00889,34780,20,109
6,0.967222,1.75333,31211,21,83
6,0.954444,1.89222,38012,21,128
6,0.953333,1.89,40869,21,138
6,0.955,2.08833,31590,22,81
6,0.95,1.99167,49308,22,192
6,0.953889,1.92722,36349,22,129
6,0.958889,1.90389,34147,23,108
6,0.953333,2.12556,43648,23,163
6,0.953333,1.95056,37016,23,129
6,0.950556,2.17389,40896,24,153
6,0.951667,2.01056,39732,24,173
6,0.952222,2.07056,37248,24,153
6,0.95,2.08722,48177,25,175
6,0.958333,1.85944,34462,25,103
6,0.961667,2.08778,34872,25,92
6,0.951111,2.14056,35545,26,122
6,0.956667,1.96889,32346,26,99
6,0.953333,2.10167,38252,27,123
6,0.958333,1.97389,31274,27,99
6,0.961667,1.87778,41878,27,148
6,0.950556,2.07056,33069,28,94
6,0.953333,1.91611,65379,28,285
6,0.962222,1.96056,33312,28,123
6,0.967222,1.76611,43529,29,148
6,0.951111,2.00111,44129,29,192
6,0.952222,1.98056,49079,29,169
6,0.951111,2.55222,31202,30,98
6,0.960556,1.86833,37887,30,122
6,0.957222,2.14944,40753,30,157
6,0.953333,1.92222,50695,31,276
6,0.95,2.12278,33829,31,93
6,0.955556,2.09111,32856,31,116
6,0.956111,1.86389,49685,32,230
6,0.956111,1.92889,40747,32,158
6,0.958889,1.91444,46400,32,205
7,0.95,1.95,102941,2,48
7,0.981667,1.51056,116636,2,56
7,0.997778,1.10167,114348,2,69
7,0.967778,1.92056,59377,3,24
7,0.952222,2.19056,63448,3,27
7,0.980556,1.56833,73396,3,35
7,0.99,1.58889,51200,4,23
7,0.950556,1.98889,59810,4,31
7,0.952778,2.04889,60460,4,27
7,0.952222,1.95778,43441,5,21
7,0.952222,1.96833,42124,5,18
7,0.984444,1.50778,49841,5,24
7,0.972222,1.56667,46361,6,23
7,0.977778,1.71722,42770,6,18
7,0.951111,2.04056,40725,6,18
7,0.952222,2.22833,41403,7,16
7,0.950556,2.29167,37321,7,13
7,0.950556,2.04333,44509,7,19
7,0.971667,1.70278,37643,8,29
7,0.969444,1.67389,41179,8,31
7,0.95,1.98167,32583,8,27
7,0.952778,1.94889,30827,9,23
7,0.977778,1.87833,30606,9,22
7,0.958889,2.14778,29003,9,20
7,0.988333,1.44,31061,10,25
7,0.951667,2.10611,30909,10,25
7,0.973889,1.93889,29919,10,21
7,0.951111,3.395,18775,11,10
7,0.975556,1.65611,27203,11,19
7,0.951111,1.98111,27667,11,19
7,0.973333,1.68389,27699,12,30
7,0.977778,1.55667,32834,12,38
7,0.952778,2.08833,25461,12,23
7,0.953889,2.15722,26440,13,28
7,0.993333,1.39444,32775,13,33
7,0.956111,1.855,27796,13,28
7,0.950556,2.17889,29545,14,23
7,0.982778,1.56333,27842,14,32
7,0.950556,1.98722,35287,14,43
7,0.961667,1.83,31762,15,34
7,0.952222,2.31889,27629,15,27
7,0.950556,2.04778,35151,15,45
7,0.957222,1.87222,24419,16,40
7,0.950556,2.09389,32270,16,52
7,0.959444,1.87167,31637,16,39
7,0.957778,2.17333,30928,17,39
7,0.956111,1.90111,35099,17,48
7,0.960556,1.81833,38006,17,66
7,0.97,1.605,37573,18,55
7,0.952222,1.93278,26311,18,50
7,0.957778,1.995,34297,18,59
7,0.970556,1.63167,30109,19,41
7,0.965,1.77278,31245,19,49
7,0.963333,1.855,34266,19,50
7,0.955,2.12833,37130,20,69
7,0.961111,1.86389,31953,20,54
7,0.950556,1.98722,33862,20,63
7,0.976111,1.60167,35826,21,64
7,0.953333,1.95444,34517,21,67
7,0.955,2.28111,31749,21,50
7,0.953889,2.19444,38088,22,53
7,0.965,1.70611,49451,22,104
7,0.950556,1.96111,52815,22,114
7,0.951111,1.865,43771,23,86
7,0.95,2.03889,46359,23,100
7,0.952222,2.02,33838,23,67
7,0.982222,1.39,31476,24,66
7,0.966667,1.64889,30144,24,56
7,0.965,1.81722,34039,24,61
7,0.957222,1.55444,41601,25,101
7,0.953889,2.14667,40964,25,78
7,0.964444,1.74833,36138,25,63
7,0.976111,1.60778,32134,26,61
7,0.952222,2.05833,38498,26,81
7,0.957778,1.85389,28679,26,52
7,0.973333,1.48167,34799,27,62
7,0.96,1.85944,45009,27,101
7,0.950556,2.28556,38349,27,87
7,0.95,2.25889,36659,28,74
7,0.95,1.97444,38919,28,100
7,0.958333,2.06889,34216,28,68
7,0.956111,2.13389,37102,29,76
7,0.968889,1.90444,49752,29,108
7,0.958333,1.79167,53832,29,146
7,0.950556,1.98944,42115,30,80
7,0.959444,1.78889,61278,30,169
7,0.95,2.17222,47888,30,102
7,0.962778,1.77,49188,31,110
7,0.953889,2.075,58395,31,135
7,0.962778,1.85222,37584,31,59
7,0.956667,1.92667,42854,32,94
7,0.955,1.975,45823,32,91
25,0.952222,2.06,128833,2,66
25,0.950556,1.94056,95296,2,47
25,0.978889,1.47111,99267,2,43
25,0.967778,1.74722,77479,3,30
25,0.95,2.07889,68139,3,26
25,0.950556,1.98833,86831,3,41
26,0.982222,1.68222,78642,2,31
26,0.967778,1.76333,105122,2,49
26,1,1.10222,119471,2,60
26,0.991667,1.32056,79173,3,36
26,1,1.25111,72572,3,27
26,1,1.05,79414,3,44
26,0.997222,1.15889,70937,4,35
26,1,1.16556,62033,4,30
26,0.973333,1.67611,69022,4,31
26,0.985556,1.62778,59444,5,26
26,0.963333,1.81889,53282,5,25
26,0.991667,1.55944,69239,5,38
26,0.986667,1.42111,64588,6,34
26,0.952222,2.28111,47141,6,17
26,0.963333,1.72833,48527,6,21
26,0.95,2.105,40145,7,15
26,0.952222,2.03,44697,7,17
26,0.95,1.95111,52285,7,23
26,0.972222,2.62833,40193,9,26
26,0.991667,2.61056,42151,11,27
26,0.392778,12.5567,353140,24,0
